Race,Age,Sex,Workclass,Marital-status
White,49,Female,Local-gov,Divorced
White,60,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,29,Female,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,46,Male,Private,Never-married
White,32,Male,Self-emp-not-inc,Married-civ-spouse
White,25,Male,Private,Never-married
White,25,Male,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,40,Female,Private,Married-civ-spouse
White,51,Male,Private,Never-married
White,20,Male,Private,Never-married
White,34,Female,Private,Divorced
White,40,Male,Private,Never-married
White,34,Female,State-gov,Never-married
White,19,Male,Private,Never-married
Black,53,Male,Private,Married-civ-spouse
White,42,Male,Federal-gov,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,30,Male,State-gov,Never-married
White,20,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,20,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,33,Male,Self-emp-not-inc,Married-civ-spouse
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,38,Female,Federal-gov,Divorced
White,50,Female,Self-emp-not-inc,Married-civ-spouse
White,23,Female,Private,Divorced
White,30,Female,Local-gov,Never-married
Black,33,Female,Private,Separated
White,48,Male,Private,Divorced
White,43,Female,Private,Divorced
Black,33,Male,Private,Never-married
Black,50,Male,Local-gov,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,36,Male,Local-gov,Divorced
White,50,Female,State-gov,Divorced
White,26,Female,Private,Married-civ-spouse
White,55,Female,Local-gov,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,47,Male,Self-emp-not-inc,Married-civ-spouse
Asian-Pac-Islander,44,Male,Private,Married-civ-spouse
White,28,Male,Self-emp-not-inc,Married-civ-spouse
White,51,Female,Private,Widowed
White,51,Male,Private,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,62,Male,Private,Married-civ-spouse
White,31,Female,Private,Never-married
Asian-Pac-Islander,29,Female,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,40,Female,State-gov,Divorced
White,66,Male,Self-emp-inc,Married-civ-spouse
White,17,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,69,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,38,Male,Federal-gov,Married-civ-spouse
White,37,Male,Federal-gov,Married-civ-spouse
White,38,Female,Private,Divorced
White,38,Male,Private,Married-civ-spouse
White,37,Female,State-gov,Never-married
White,37,Male,Self-emp-inc,Married-civ-spouse
White,23,Male,Private,Never-married
White,17,Female,Private,Never-married
White,48,Male,Private,Married-civ-spouse
White,17,Female,Private,Never-married
White,55,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,35,Male,Self-emp-not-inc,Married-civ-spouse
White,53,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,36,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,34,Female,Private,Married-civ-spouse
White,56,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,22,Male,Private,Never-married
Black,33,Male,Private,Never-married
White,48,Female,Private,Never-married
White,20,Female,Private,Never-married
White,64,Male,Self-emp-inc,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
Black,44,Female,Federal-gov,Divorced
White,45,Male,Self-emp-not-inc,Married-civ-spouse
White,45,Female,Local-gov,Married-civ-spouse
White,45,Male,Local-gov,Married-civ-spouse
Black,27,Male,State-gov,Never-married
White,41,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,54,Male,Self-emp-inc,Married-civ-spouse
White,17,Female,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,31,Male,State-gov,Never-married
White,49,Male,Self-emp-not-inc,Never-married
White,44,Male,Private,Married-civ-spouse
White,49,Male,Private,Divorced
White,28,Male,Local-gov,Never-married
White,43,Male,Local-gov,Married-civ-spouse
Black,35,Female,Private,Divorced
White,17,Female,Private,Never-married
White,25,Male,Private,Married-civ-spouse
White,41,Female,Private,Divorced
White,30,Male,Private,Never-married
Asian-Pac-Islander,48,Male,Private,Married-civ-spouse
White,61,Male,Local-gov,Married-civ-spouse
White,41,Male,Private,Separated
White,36,Male,Private,Never-married
White,24,Male,Local-gov,Never-married
Black,27,Male,Private,Never-married
White,18,Female,Private,Never-married
White,20,Female,Private,Never-married
White,18,Male,Private,Never-married
White,23,Male,Private,Married-civ-spouse
White,43,Male,State-gov,Married-civ-spouse
Black,38,Female,State-gov,Married-civ-spouse
White,36,Female,Private,Divorced
White,28,Male,Self-emp-not-inc,Never-married
White,47,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,38,Male,State-gov,Married-civ-spouse
Black,47,Male,Federal-gov,Married-civ-spouse
White,26,Female,Private,Divorced
White,31,Male,State-gov,Divorced
Black,46,Female,Private,Divorced
White,49,Female,Private,Never-married
White,19,Female,Private,Never-married
White,45,Male,Self-emp-inc,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,70,Male,Self-emp-not-inc,Married-civ-spouse
White,19,Female,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,17,Female,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,51,Female,Private,Widowed
White,40,Male,Local-gov,Married-civ-spouse
White,24,Male,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,59,Male,Private,Married-civ-spouse
Black,27,Female,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,30,Male,Self-emp-not-inc,Married-civ-spouse
White,28,Male,Private,Never-married
Black,25,Male,Private,Never-married
White,22,Female,Private,Never-married
White,21,Male,State-gov,Never-married
White,35,Female,Self-emp-inc,Never-married
White,54,Male,Local-gov,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,32,Female,Federal-gov,Never-married
White,55,Male,Private,Divorced
White,56,Female,Federal-gov,Divorced
Black,19,Male,Private,Never-married
Black,36,Female,Private,Never-married
White,58,Female,Private,Widowed
White,35,Female,Private,Divorced
Black,44,Female,Private,Separated
White,40,Male,Self-emp-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,51,Male,Federal-gov,Married-civ-spouse
White,20,Male,Private,Never-married
Black,34,Female,Private,Divorced
White,28,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,42,Female,Private,Divorced
White,31,Male,Local-gov,Never-married
Black,38,Male,Local-gov,Divorced
White,22,Female,Private,Never-married
Black,36,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,17,Male,Private,Never-married
Black,30,Female,Federal-gov,Never-married
White,35,Male,Self-emp-not-inc,Married-civ-spouse
White,32,Male,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,54,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,58,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,62,Female,Local-gov,Widowed
White,51,Male,Private,Divorced
White,52,Female,Private,Divorced
White,25,Female,Private,Never-married
White,26,Female,Private,Never-married
Black,26,Male,Private,Married-civ-spouse
White,21,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,68,Male,Self-emp-not-inc,Widowed
White,60,Male,Private,Married-civ-spouse
White,65,Male,Private,Married-civ-spouse
White,41,Female,Private,Divorced
White,34,Male,Private,Married-civ-spouse
Black,28,Male,Private,Married-civ-spouse
White,40,Female,Private,Never-married
White,57,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
Black,34,Male,Private,Divorced
White,57,Male,Federal-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,51,Male,Private,Never-married
White,56,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,18,Male,Private,Never-married
White,48,Male,Private,Married-spouse-absent
White,46,Male,Private,Married-civ-spouse
White,41,Male,Federal-gov,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,33,Male,Private,Never-married
White,47,Male,Private,Married-spouse-absent
White,40,Female,Private,Divorced
White,42,Male,Private,Married-civ-spouse
White,31,Male,State-gov,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,44,Female,Private,Divorced
White,37,Female,Private,Separated
Black,25,Female,Private,Never-married
White,63,Male,Self-emp-not-inc,Married-civ-spouse
White,52,Male,Private,Divorced
White,42,Female,Local-gov,Divorced
White,28,Female,Private,Never-married
White,30,Male,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,37,Female,Federal-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,35,Female,Private,Divorced
White,25,Female,Private,Never-married
White,38,Male,Private,Divorced
White,43,Male,Self-emp-not-inc,Never-married
Asian-Pac-Islander,22,Female,Private,Never-married
White,18,Male,Private,Never-married
White,26,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,43,Male,Private,Divorced
White,21,Female,Private,Never-married
White,62,Female,Federal-gov,Widowed
White,26,Male,Private,Married-civ-spouse
White,54,Male,Self-emp-not-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,65,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Male,Private,Never-married
White,31,Female,Private,Never-married
White,56,Female,Private,Divorced
White,50,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,36,Male,Local-gov,Married-civ-spouse
Asian-Pac-Islander,48,Male,Private,Married-civ-spouse
White,30,Female,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,37,Male,Self-emp-not-inc,Married-civ-spouse
White,56,Female,Private,Married-civ-spouse
White,41,Male,Private,Divorced
White,38,Male,State-gov,Never-married
White,34,Female,Private,Separated
White,54,Male,State-gov,Never-married
White,42,Female,Private,Divorced
White,33,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,69,Male,Local-gov,Married-civ-spouse
Black,32,Female,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,45,Female,Private,Divorced
White,31,Male,Private,Married-civ-spouse
White,24,Female,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,21,Female,Private,Never-married
White,43,Male,Self-emp-not-inc,Divorced
White,22,Female,Private,Never-married
White,62,Male,Self-emp-not-inc,Married-civ-spouse
White,21,Male,Self-emp-not-inc,Never-married
White,37,Male,Private,Married-civ-spouse
Black,34,Female,Private,Divorced
White,74,Male,Self-emp-not-inc,Married-civ-spouse
Black,43,Female,Private,Divorced
White,25,Female,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
Black,33,Female,Private,Separated
White,51,Male,State-gov,Married-civ-spouse
White,64,Female,Private,Never-married
White,35,Male,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,20,Female,Private,Never-married
White,66,Male,Self-emp-inc,Married-civ-spouse
White,31,Male,Private,Never-married
White,22,Female,Private,Never-married
White,32,Male,Private,Never-married
White,23,Female,Private,Never-married
White,21,Male,Private,Never-married
Asian-Pac-Islander,36,Female,Private,Married-civ-spouse
White,62,Male,Local-gov,Married-civ-spouse
White,24,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,21,Male,Self-emp-not-inc,Married-civ-spouse
White,56,Male,Self-emp-not-inc,Married-civ-spouse
White,59,Female,Local-gov,Widowed
White,37,Female,Self-emp-not-inc,Divorced
White,52,Female,Private,Divorced
White,50,Male,Federal-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,72,Male,Private,Married-civ-spouse
White,39,Female,Private,Divorced
White,28,Female,Private,Divorced
White,38,Male,Private,Divorced
White,44,Male,Private,Separated
White,51,Male,Self-emp-not-inc,Never-married
White,20,Male,Private,Never-married
White,25,Female,Private,Never-married
White,52,Female,Private,Divorced
White,45,Female,Private,Widowed
White,17,Female,Private,Never-married
Asian-Pac-Islander,20,Female,Private,Never-married
White,64,Male,Local-gov,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,74,Male,Self-emp-not-inc,Married-civ-spouse
Black,58,Female,Federal-gov,Divorced
White,44,Male,Private,Married-civ-spouse
White,23,Female,State-gov,Never-married
White,23,Male,Private,Never-married
White,27,Female,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,18,Female,Private,Never-married
Black,33,Female,Private,Never-married
White,50,Male,Self-emp-not-inc,Married-civ-spouse
White,47,Male,Private,Divorced
White,50,Male,Self-emp-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,49,Female,Local-gov,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,56,Male,State-gov,Married-civ-spouse
White,64,Female,Private,Widowed
White,23,Female,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,60,Male,Federal-gov,Divorced
White,57,Female,State-gov,Divorced
White,22,Male,Private,Never-married
White,23,Male,Private,Never-married
White,54,Male,Private,Married-civ-spouse
Black,39,Male,Federal-gov,Married-civ-spouse
White,32,Male,Self-emp-not-inc,Never-married
White,20,Male,Private,Never-married
White,30,Male,Private,Never-married
White,56,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,59,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,41,Male,State-gov,Divorced
White,32,Male,Private,Married-civ-spouse
White,51,Male,Self-emp-inc,Never-married
White,18,Male,Private,Never-married
White,28,Female,Private,Never-married
Black,38,Female,Private,Separated
White,29,Male,Private,Never-married
White,25,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
White,34,Female,Private,Married-spouse-absent
White,34,Male,Private,Married-civ-spouse
White,66,Male,State-gov,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,62,Male,Private,Married-civ-spouse
Black,58,Male,Private,Married-civ-spouse
White,40,Female,Private,Separated
Asian-Pac-Islander,24,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
Black,19,Male,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,51,Female,State-gov,Divorced
White,25,Male,Private,Married-civ-spouse
White,22,Male,Private,Never-married
White,29,Female,Private,Married-civ-spouse
White,20,Male,Private,Married-civ-spouse
White,42,Male,Private,Divorced
White,18,Male,Private,Never-married
White,28,Male,Private,Married-civ-spouse
White,55,Female,Private,Divorced
Black,40,Male,Private,Divorced
White,52,Male,Private,Divorced
White,37,Male,Private,Divorced
White,21,Female,Private,Never-married
White,35,Male,Private,Never-married
White,45,Male,Private,Divorced
Black,39,Female,Private,Divorced
White,54,Male,Private,Married-civ-spouse
White,42,Female,Private,Divorced
White,59,Male,Self-emp-inc,Married-civ-spouse
White,42,Female,Private,Married-civ-spouse
Black,22,Female,Private,Never-married
White,33,Female,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,18,Male,Self-emp-inc,Never-married
Black,46,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,28,Female,Private,Married-civ-spouse
White,21,Female,State-gov,Never-married
White,22,Male,Private,Never-married
Asian-Pac-Islander,61,Male,Private,Married-civ-spouse
Asian-Pac-Islander,56,Male,Federal-gov,Married-civ-spouse
White,21,Female,Private,Never-married
White,17,Male,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,28,Male,Local-gov,Married-civ-spouse
White,62,Female,Private,Widowed
Black,39,Male,Private,Separated
White,30,Male,Local-gov,Never-married
White,18,Male,Local-gov,Never-married
White,54,Male,Private,Never-married
White,49,Male,Private,Married-civ-spouse
Asian-Pac-Islander,33,Male,State-gov,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,50,Female,State-gov,Divorced
White,45,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,47,Female,Private,Married-civ-spouse
Asian-Pac-Islander,39,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
Black,46,Male,Private,Married-civ-spouse
White,18,Male,Private,Never-married
White,68,Male,Private,Married-civ-spouse
White,62,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,21,Male,State-gov,Never-married
White,41,Female,Local-gov,Divorced
White,61,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
Black,21,Male,Private,Never-married
White,36,Male,State-gov,Married-civ-spouse
White,37,Female,Local-gov,Never-married
White,69,Male,Private,Married-civ-spouse
White,49,Female,Federal-gov,Divorced
White,55,Male,Private,Married-civ-spouse
White,21,Male,Private,Married-civ-spouse
White,18,Male,Private,Never-married
Black,26,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,48,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,42,Male,State-gov,Divorced
White,41,Male,Local-gov,Married-civ-spouse
White,45,Female,Private,Widowed
White,52,Male,Private,Divorced
Black,22,Female,Local-gov,Never-married
White,20,Female,Private,Never-married
White,27,Male,Private,Separated
White,36,Male,Private,Divorced
White,38,Male,Private,Married-civ-spouse
White,47,Female,Private,Divorced
White,21,Male,Private,Married-civ-spouse
White,33,Male,Private,Never-married
White,31,Male,Local-gov,Never-married
White,61,Male,Private,Married-civ-spouse
Black,46,Male,Private,Married-civ-spouse
Black,55,Male,Local-gov,Married-civ-spouse
White,19,Male,State-gov,Never-married
White,39,Male,Private,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,50,Male,Self-emp-inc,Married-civ-spouse
White,37,Female,Local-gov,Married-civ-spouse
White,56,Female,Private,Married-civ-spouse
White,31,Female,Private,Divorced
White,32,Female,State-gov,Married-civ-spouse
White,28,Female,Private,Divorced
White,34,Male,Private,Married-civ-spouse
White,33,Female,Private,Never-married
White,42,Female,Private,Divorced
White,64,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,44,Female,Private,Separated
White,34,Male,Federal-gov,Never-married
White,40,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,57,Male,Private,Widowed
White,23,Female,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,36,Male,Private,Divorced
White,56,Male,Self-emp-inc,Married-civ-spouse
White,42,Female,Private,Divorced
White,45,Male,Self-emp-inc,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,29,Male,Local-gov,Married-civ-spouse
White,54,Male,Private,Divorced
White,40,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,35,Male,Federal-gov,Never-married
White,47,Female,Private,Separated
White,51,Female,Private,Never-married
White,28,Male,Private,Never-married
White,58,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,46,Male,State-gov,Divorced
Black,57,Male,Private,Married-civ-spouse
White,22,Male,Private,Never-married
Black,28,Male,Private,Never-married
White,23,Male,Private,Never-married
White,19,Male,Private,Never-married
Black,66,Female,State-gov,Widowed
White,38,Male,Private,Married-civ-spouse
Black,39,Female,Federal-gov,Divorced
White,47,Male,Private,Married-civ-spouse
White,39,Male,Private,Divorced
White,22,Male,Private,Never-married
Black,36,Male,Private,Never-married
Asian-Pac-Islander,32,Male,Private,Married-civ-spouse
White,43,Male,Local-gov,Never-married
White,51,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,32,Female,State-gov,Never-married
White,34,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
Black,21,Male,Private,Never-married
White,33,Female,Self-emp-not-inc,Never-married
White,34,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
Black,27,Male,Self-emp-not-inc,Married-civ-spouse
White,35,Male,Self-emp-inc,Married-civ-spouse
White,29,Male,State-gov,Never-married
White,40,Male,Private,Married-civ-spouse
Black,46,Male,Private,Married-civ-spouse
Black,37,Female,Private,Never-married
White,38,Male,Self-emp-not-inc,Married-civ-spouse
Black,37,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,38,Male,Private,Never-married
White,34,Female,Local-gov,Divorced
White,50,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,47,Male,State-gov,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,34,Male,Private,Divorced
White,61,Male,Private,Married-civ-spouse
Black,55,Female,State-gov,Divorced
White,36,Male,Private,Never-married
White,28,Female,Private,Never-married
White,22,Male,Private,Never-married
Black,34,Female,Private,Never-married
Black,33,Male,Private,Never-married
White,27,Female,Private,Never-married
White,43,Male,Federal-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
Black,38,Male,Private,Never-married
White,30,Male,Private,Never-married
White,21,Male,Private,Never-married
White,60,Male,Private,Married-civ-spouse
White,43,Male,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
Black,57,Male,Local-gov,Married-civ-spouse
Black,25,Male,Local-gov,Never-married
Black,38,Female,Private,Divorced
White,22,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,61,Female,Self-emp-not-inc,Never-married
White,28,Male,Private,Divorced
White,21,Female,Private,Never-married
White,49,Male,Private,Married-civ-spouse
White,37,Male,Private,Divorced
White,23,Female,Private,Never-married
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Female,Local-gov,Married-civ-spouse
White,21,Female,Private,Never-married
Black,27,Male,State-gov,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
Black,22,Male,Private,Never-married
Other,20,Female,Private,Never-married
White,49,Female,Self-emp-inc,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
Black,44,Male,Private,Married-civ-spouse
White,37,Female,Self-emp-not-inc,Married-civ-spouse
White,57,Male,Private,Divorced
White,56,Female,Private,Never-married
White,41,Male,Private,Divorced
Asian-Pac-Islander,50,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Male,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,28,Male,Federal-gov,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,36,Male,Private,Divorced
Black,45,Female,Private,Divorced
White,30,Male,Self-emp-not-inc,Never-married
White,35,Male,Self-emp-inc,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,22,Male,Private,Never-married
White,24,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,18,Female,Private,Never-married
White,18,Male,Private,Never-married
White,31,Male,Local-gov,Divorced
White,43,Female,Self-emp-not-inc,Divorced
White,39,Male,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,22,Female,Private,Never-married
White,30,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,20,Male,State-gov,Never-married
White,27,Male,Private,Married-civ-spouse
White,59,Male,Local-gov,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,43,Female,Private,Divorced
White,35,Male,Private,Divorced
White,40,Male,Private,Married-civ-spouse
White,20,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,40,Male,Private,Divorced
White,20,Male,Private,Never-married
White,25,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,45,Female,State-gov,Separated
White,23,Male,Private,Never-married
White,46,Female,Private,Widowed
Black,41,Female,State-gov,Divorced
White,29,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
Black,37,Female,Private,Never-married
Black,34,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,52,Male,Private,Married-civ-spouse
White,22,Male,Private,Married-civ-spouse
White,66,Female,State-gov,Divorced
White,35,Male,Private,Married-civ-spouse
White,40,Male,Local-gov,Never-married
White,51,Male,Local-gov,Divorced
White,34,Male,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,43,Female,Private,Married-spouse-absent
White,34,Female,Private,Married-civ-spouse
White,42,Female,Local-gov,Never-married
White,41,Male,Private,Never-married
White,21,Female,Private,Never-married
White,64,Male,Local-gov,Married-civ-spouse
White,24,Female,Federal-gov,Never-married
White,23,Male,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,44,Female,Self-emp-not-inc,Divorced
White,28,Male,Private,Married-civ-spouse
White,33,Male,Self-emp-inc,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
Black,42,Male,Private,Married-civ-spouse
White,51,Male,Self-emp-not-inc,Married-civ-spouse
Black,32,Female,Private,Never-married
White,37,Male,Private,Never-married
White,18,Female,Private,Never-married
White,24,Female,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,52,Male,Federal-gov,Married-civ-spouse
White,35,Female,Private,Never-married
White,46,Female,Self-emp-inc,Divorced
White,63,Male,Private,Widowed
White,32,Female,Local-gov,Married-civ-spouse
White,24,Female,Private,Never-married
White,29,Female,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,70,Male,Private,Married-civ-spouse
White,36,Female,Private,Never-married
Black,53,Male,Private,Married-civ-spouse
White,49,Male,Local-gov,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,18,Male,Private,Never-married
White,21,Male,Private,Never-married
Black,42,Male,Private,Never-married
White,25,Female,State-gov,Never-married
White,32,Male,Private,Married-civ-spouse
White,25,Male,Self-emp-inc,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,30,Female,Private,Never-married
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,37,Female,Private,Never-married
White,56,Female,Private,Married-civ-spouse
White,52,Male,State-gov,Married-civ-spouse
White,23,Male,Private,Never-married
White,29,Male,State-gov,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,23,Female,Local-gov,Never-married
White,45,Male,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,42,Male,Private,Divorced
White,72,Female,Private,Widowed
White,57,Male,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,42,Male,Local-gov,Married-civ-spouse
Black,17,Male,Private,Never-married
White,48,Male,Private,Married-civ-spouse
White,39,Female,Private,Divorced
White,41,Male,Self-emp-inc,Married-civ-spouse
White,50,Female,Private,Married-civ-spouse
White,57,Male,Private,Divorced
White,44,Male,Local-gov,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
Black,44,Female,Private,Never-married
White,42,Male,Private,Never-married
White,18,Male,Private,Never-married
Black,51,Female,Private,Widowed
White,28,Female,Private,Never-married
